CustomerID,potential_tier,potential_score,recency_days,order_count,robust_aov,unique_products,active_months,raw_revenue,robust_revenue
17554,High Potential,0.834142561983471,7,4,428.5375,57,4,1714.15,1714.15
12963,High Potential,0.8340761511216056,1,7,227.4257142857143,69,4,1591.98,1591.98
15782,High Potential,0.8333087367178277,0,3,871.5799999999999,34,3,2614.74,2614.74
14502,High Potential,0.8332128099173552,10,11,220.89363636363635,368,7,2429.83,2429.83
13012,High Potential,0.832504427390791,0,8,205.85500000000002,67,5,1646.8400000000001,1646.8400000000001
13571,High Potential,0.8322978158205431,3,12,174.07833333333335,157,9,2088.94,2088.94
15436,High Potential,0.8320321723730815,3,3,355.9166666666667,243,3,1067.75,1067.75
14704,High Potential,0.8318550767414403,2,9,165.99555555555557,288,5,1493.96,1493.96
16744,High Potential,0.8318403187721368,2,7,184.5585714285714,198,5,1291.9099999999999,1291.9099999999999
13895,High Potential,0.8311540731995277,19,4,648.2675,97,4,2593.07,2593.07
15024,High Potential,0.8310212514757969,0,10,163.643,105,5,1636.43,1636.43
15117,High Potential,0.830888429752066,5,5,310.356,63,4,1551.78,1551.78
14723,High Potential,0.8300324675324675,1,6,187.06000000000003,193,3,1122.3600000000001,1122.3600000000001
15987,High Potential,0.830017709563164,3,7,204.68142857142857,110,5,1432.77,1432.77
14640,High Potential,0.8292576741440377,15,6,351.23,87,6,2107.38,2107.38
17348,High Potential,0.8283795749704841,5,5,231.32,180,3,1156.6,1156.6
13232,High Potential,0.8271030106257378,3,7,189.7642857142857,147,5,1328.35,1328.35
16771,High Potential,0.8264389020070838,24,5,448.52200000000005,200,5,2242.61,2242.61
16066,High Potential,0.8263282172373081,7,5,304.20799999999997,77,3,1521.04,1521.04
13949,High Potential,0.8258412042502952,15,5,381.81800000000004,86,3,1909.0900000000001,1909.0900000000001
17183,High Potential,0.825641971664699,13,5,526.706,40,3,2633.53,2633.53
13614,High Potential,0.825487012987013,15,4,396.365,171,4,1585.46,1585.46
13704,High Potential,0.8247712514757969,13,8,267.9225,107,3,2143.38,2143.38
15033,High Potential,0.8246089138134591,16,9,265.4866666666667,299,7,2389.38,2389.38
14595,High Potential,0.824025974025974,10,6,290.09999999999997,94,4,1740.6,1740.6
17519,High Potential,0.8238046044864227,8,6,307.33666666666664,60,6,1844.02,1844.02
16618,High Potential,0.823590613931523,22,5,529.518,79,4,2647.59,2647.59
16379,High Potential,0.8229634002361275,9,3,585.2533333333333,78,2,1755.76,1755.76
16369,High Potential,0.8229412632821723,9,3,515.1366666666667,91,3,1545.41,1545.41
15426,High Potential,0.8228379574970484,10,5,280.81399999999996,217,3,1404.07,1404.07
18283,High Potential,0.8226018299881936,0,15,122.502,259,9,1837.53,1837.53
14572,High Potential,0.8210522432113341,31,6,444.91499999999996,189,5,2669.49,2669.49
17211,High Potential,0.8204988193624556,17,8,289.65250000000003,150,6,2317.2200000000003,2317.2200000000003
15532,High Potential,0.8203512396694215,16,4,391.1825,205,4,1564.73,1564.73
18161,High Potential,0.8202479338842976,6,5,323.738,49,5,1618.69,1618.69
13184,High Potential,0.819849468713105,5,10,166.895,138,6,1668.95,1668.95
12913,High Potential,0.8196354781582054,6,4,487.13250000000005,32,4,1948.5300000000002,1948.5300000000002
18075,High Potential,0.8193329397874853,14,10,261.175,97,9,2611.75,2611.75
16628,High Potential,0.8189049586776859,20,5,437.61,79,5,2188.05,2188.05
15530,High Potential,0.8185655253837072,12,4,374.3275,90,4,1497.31,1497.31
16464,High Potential,0.8184253246753246,10,3,432.8866666666666,152,3,1298.6599999999999,1298.6599999999999
17088,High Potential,0.8182039551357734,19,4,497.7525,96,4,1991.01,1991.01
15106,High Potential,0.8179383116883117,8,5,284.504,90,5,1422.52,1422.52
16657,High Potential,0.817827626918536,0,4,218.60750000000002,158,3,874.4300000000001,874.4300000000001
17451,High Potential,0.8173406139315231,6,6,237.87,76,4,1427.22,1427.22
16016,High Potential,0.8170602125147579,6,7,189.27285714285713,139,5,1324.9099999999999,1324.9099999999999
15752,High Potential,0.817008559622196,30,7,375.2285714285714,236,7,2626.6,2626.6
16979,High Potential,0.81685360094451,8,5,324.052,57,4,1620.26,1620.26
17191,High Potential,0.8164846517119244,19,7,299.09714285714284,163,5,2093.68,2093.68
15493,High Potential,0.8163739669421487,23,5,390.68199999999996,177,4,1953.4099999999999,1953.4099999999999
14673,High Potential,0.8159976387249115,0,4,342.4075,37,2,1369.63,1369.63
17147,High Potential,0.8154811097992916,13,4,428.64750000000004,68,4,1714.5900000000001,1714.5900000000001
14825,High Potential,0.8152523612750885,6,11,192.72,79,9,2119.92,2119.92
16279,High Potential,0.8150162337662338,12,3,500.92666666666673,102,3,1502.7800000000002,1502.7800000000002
17101,High Potential,0.8149572018890201,1,4,405.4325,28,3,1621.73,1621.73
15916,High Potential,0.8148760330578513,7,8,187.85750000000002,124,6,1502.8600000000001,1502.8600000000001
16790,High Potential,0.8148391381345926,7,5,273.22400000000005,79,1,1366.1200000000001,1366.1200000000001
16293,High Potential,0.8144849468713105,12,10,224.89900000000003,102,6,2248.9900000000002,2248.9900000000002
14419,High Potential,0.8142930932703659,1,6,175.29833333333332,112,5,1051.79,1051.79
17159,High Potential,0.8142488193624557,12,3,512.96,96,3,1538.88,1538.88
14226,High Potential,0.8141676505312869,19,5,442.95799999999997,64,4,2214.79,2214.79
17671,High Potential,0.8132157615112161,6,4,393.1775,40,4,1572.71,1572.71
16173,High Potential,0.8131050767414405,6,6,236.38666666666666,70,3,1418.32,1418.32
13021,High Potential,0.8127656434474615,16,8,288.86875000000003,94,6,2310.9500000000003,2310.9500000000003
13924,High Potential,0.8126549586776859,8,5,307.29,63,3,1536.45,1536.45
17870,High Potential,0.8126475796930341,5,11,146.91272727272727,185,6,1616.04,1616.04
14360,High Potential,0.8121089138134593,22,4,529.5075,104,3,2118.03,2118.03
15365,High Potential,0.8119539551357732,16,7,330.6171428571428,65,3,2314.3199999999997,2314.3199999999997
14893,High Potential,0.811452184179457,0,2,618.925,72,1,1237.85,1237.85
17164,High Potential,0.811090613931523,23,7,352.4785714285714,92,5,2467.35,2467.35
16775,High Potential,0.8110315820543094,1,11,153.77363636363637,84,10,1691.51,1691.51
15906,High Potential,0.810987308146399,10,7,223.95571428571427,113,5,1567.6899999999998,1567.6899999999998
14859,High Potential,0.8108544864226682,3,4,338.435,47,3,1353.74,1353.74
14511,High Potential,0.8100280401416764,2,5,262.962,53,4,1314.81,1314.81
16341,High Potential,0.8099837662337662,15,4,492.9675,60,3,1971.87,1971.87
18122,High Potential,0.8095631641086187,13,5,273.74,203,4,1368.7,1368.7
14698,High Potential,0.8094746162927982,6,4,266.27250000000004,116,2,1065.0900000000001,1065.0900000000001
13467,High Potential,0.8083456316410861,1,2,535.9549999999999,89,1,1071.9099999999999,1071.9099999999999
14732,High Potential,0.8081242621015348,21,7,319.7685714285714,98,7,2238.38,2238.38
17015,High Potential,0.8079840613931524,19,3,612.87,182,3,1838.61,1838.61
15983,High Potential,0.807017414403778,13,4,366.28000000000003,82,2,1465.1200000000001,1465.1200000000001
13610,High Potential,0.8069067296340022,3,7,154.6185714285714,165,7,1082.33,1082.33
16743,High Potential,0.8065230224321133,20,7,316.1614285714286,89,6,2213.13,2213.13
13527,High Potential,0.8064787485242031,24,7,320.33714285714285,153,5,2242.36,2242.36
16409,High Potential,0.8064713695395513,27,5,404.596,145,5,2022.98,2022.98
14071,High Potential,0.8062278630460449,10,6,213.83166666666668,210,3,1282.99,1282.99
15270,High Potential,0.8061762101534828,6,7,339.9271428571428,22,4,2379.49,2379.49
15953,High Potential,0.8059769775678867,6,8,207.16,63,6,1657.28,1657.28
15051,High Potential,0.8054014167650532,14,3,461.11999999999995,130,3,1383.36,1383.36
16062,High Potential,0.805202184179457,0,4,288.405,50,4,1153.62,1153.62
16669,High Potential,0.8048037190082644,14,3,449.6266666666666,141,2,1348.8799999999999,1348.8799999999999
13995,High Potential,0.8046856552538371,6,5,278.738,55,5,1393.69,1393.69
14587,High Potential,0.8046118654073198,9,9,175.58777777777777,170,7,1580.29,1580.29
17071,High Potential,0.8045823494687131,19,9,269.89222222222224,102,8,2429.03,2429.03
16794,High Potential,0.8040363046044863,1,9,121.89888888888888,131,6,1097.09,1097.09
15563,High Potential,0.8039772727272727,13,4,350.11,88,3,1400.44,1400.44
16463,High Potential,0.8037854191263283,12,4,355.6,74,3,1422.4,1422.4
16361,High Potential,0.8032172373081464,0,4,222.8025,87,3,891.21,891.21
16688,High Potential,0.8030844155844156,1,3,371.71999999999997,51,2,1115.1599999999999,1115.1599999999999
14794,High Potential,0.8024129279811097,0,6,185.8416666666667,62,4,1115.0500000000002,1115.0500000000002
12935,High Potential,0.8021030106257379,17,5,363.384,70,5,1816.92,1816.92
17629,High Potential,0.8019997048406139,9,7,210.66714285714286,91,7,1474.67,1474.67
15910,High Potential,0.8017488193624558,6,7,156.50428571428571,209,7,1095.53,1095.53
13994,High Potential,0.8011732585596222,30,5,431.608,121,4,2158.04,2158.04
17442,High Potential,0.8010478158205431,27,6,374.76,96,6,2248.56,2248.56
17368,High Potential,0.8009666469893741,14,8,234.85875,93,5,1878.87,1878.87
17861,High Potential,0.8006936245572609,15,7,237.16285714285712,127,4,1660.1399999999999,1660.1399999999999
15203,High Potential,0.8002656434474616,16,6,304.6333333333333,82,6,1827.8,1827.8
15511,High Potential,0.7999409681227863,2,5,180.106,117,3,900.53,900.53
18096,High Potential,0.7996531877213696,2,3,283.02,157,2,849.06,849.06
13456,High Potential,0.7996089138134592,8,6,294.4533333333333,43,5,1766.72,1766.72
14901,High Potential,0.7991145218417945,2,9,157.92111111111112,73,4,1421.29,1421.29
14540,High Potential,0.798797225501771,0,3,317.55333333333334,64,3,952.66,952.66
17302,High Potential,0.797874852420307,5,5,227.12600000000003,68,4,1135.63,1135.63
13700,High Potential,0.7972623966942148,17,10,224.863,139,7,2248.63,2248.63
14546,High Potential,0.7972550177095632,31,4,519.525,229,4,2078.1,2078.1
14834,High Potential,0.796952479338843,8,6,286.71666666666664,43,5,1720.3,1720.3
15785,High Potential,0.7968713105076741,23,5,465.79400000000004,58,4,2328.9700000000003,2328.9700000000003
17590,High Potential,0.7964211924439197,8,2,573.5450000000001,157,2,1147.0900000000001,1147.0900000000001
16076,High Potential,0.7953291027154663,13,9,230.41666666666666,71,6,2073.75,2073.75
13870,High Potential,0.7951741440377803,31,7,374.02714285714285,89,5,2618.19,2618.19
13211,High Potential,0.7948937426210153,1,3,365.14000000000004,45,3,1095.42,1095.42
14659,High Potential,0.7944067296340025,26,8,297.56625,141,8,2380.53,2380.53
13577,High Potential,0.7940082644628099,16,4,421.9,61,4,1687.6,1687.6
16791,High Potential,0.7935802833530106,20,7,243.68285714285713,218,6,1705.78,1705.78
16426,High Potential,0.7931301652892562,12,7,189.6342857142857,170,4,1327.44,1327.44
16533,High Potential,0.7929752066115702,10,3,360.93666666666667,112,2,1082.81,1082.81
17043,High Potential,0.7927833530106257,23,4,433.795,100,4,1735.18,1735.18
15373,High Potential,0.7918462219598583,9,11,188.21636363636364,74,8,2070.38,2070.38
13429,High Potential,0.7916396103896104,1,4,251.70000000000002,55,3,1006.8000000000001,1006.8000000000001
16245,High Potential,0.7914772727272728,14,3,471.22,80,3,1413.66,1413.66
15022,High Potential,0.7913518299881935,2,4,213.0975,96,2,852.39,852.39
14498,High Potential,0.7911525974025974,33,5,391.464,162,5,1957.32,1957.32
14878,High Potential,0.7909459858323494,3,9,164.01,62,7,1476.09,1476.09
15950,High Potential,0.7906139315230225,22,4,436.1775,86,4,1744.71,1744.71
16748,High Potential,0.7903482880755608,8,5,303.18,42,4,1515.9,1515.9
14691,High Potential,0.7892857142857141,21,5,422.866,50,3,2114.33,2114.33
14741,High Potential,0.7892783353010626,2,6,233.39,35,5,1400.34,1400.34
16201,High Potential,0.7892783353010626,12,3,451.3566666666666,66,3,1354.07,1354.07
17481,High Potential,0.7891233766233765,6,3,361.06333333333333,59,2,1083.19,1083.19
16954,High Potential,0.7889979338842975,7,7,243.42285714285714,38,5,1703.96,1703.96
15058,High Potential,0.7884592680047224,16,11,191.14,199,8,2102.54,2102.54
17410,High Potential,0.7879058441558441,7,5,242.94400000000002,57,4,1214.72,1214.72
17744,High Potential,0.7871089138134593,16,5,318.404,68,4,1592.02,1592.02
14116,High Potential,0.7870720188902006,10,5,276.548,61,4,1382.74,1382.74
12909,High Potential,0.7866661747343564,30,5,435.73400000000004,78,4,2178.67,2178.67
14297,High Potential,0.7865702479338843,8,4,326.3325,48,3,1305.33,1305.33
18241,High Potential,0.7865554899645809,0,17,121.9464705882353,60,7,2073.09,2073.09
13064,High Potential,0.7863414994096811,3,4,276.39750000000004,51,4,1105.5900000000001,1105.5900000000001
15712,High Potential,0.786267709563164,0,5,214.47200000000004,41,5,1072.3600000000001,1072.3600000000001
17634,High Potential,0.7862603305785124,27,9,262.0655555555556,209,8,2358.59,2358.59
15050,High Potential,0.785884002361275,16,3,579.23,68,2,1737.69,1737.69
16912,High Potential,0.7858397284533649,19,11,232.32545454545453,88,6,2555.58,2555.58
15021,High Potential,0.7857216646989373,17,8,203.725,273,7,1629.8,1629.8
18130,High Potential,0.7854781582054309,6,3,353.13000000000005,58,2,1059.39,1059.39
16094,High Potential,0.785064935064935,2,4,269.5575,48,2,1078.23,1078.23
17095,High Potential,0.7845926800472255,13,3,441.3866666666666,69,3,1324.1599999999999,1324.1599999999999
15288,High Potential,0.7842901416765052,34,5,461.304,80,5,2306.52,2306.52
13782,High Potential,0.783603896103896,3,6,151.47666666666666,96,5,908.8599999999999,908.8599999999999
14577,High Potential,0.7833161157024793,3,4,214.9275,86,4,859.71,859.71
14387,High Potential,0.7829766824085006,23,3,575.8666666666667,125,3,1727.6,1727.6
14217,High Potential,0.7826298701298701,2,16,119.40625,73,11,1910.5,1910.5
16726,High Potential,0.7826224911452183,17,5,271.748,121,4,1358.74,1358.74
13471,High Potential,0.782607733175915,12,2,773.2,112,2,1546.4,1546.4
14684,High Potential,0.7826077331759149,16,5,240.302,231,5,1201.51,1201.51
16877,High Potential,0.7823937426210154,3,6,141.10333333333332,111,4,846.62,846.62
17086,High Potential,0.7817739079102715,15,5,318.044,56,2,1590.22,1590.22
14533,High Potential,0.7817443919716646,15,7,278.5314285714286,53,5,1949.72,1949.72
16150,High Potential,0.7814713695395512,33,5,410.604,91,5,2053.02,2053.02
17702,High Potential,0.7813606847697756,21,4,456.0925,58,4,1824.37,1824.37
13203,High Potential,0.78125,0,4,217.365,56,4,869.46,869.46
16332,High Potential,0.7809253246753246,19,7,226.1142857142857,125,6,1582.8,1582.8
17236,High Potential,0.7807408500590318,3,6,152.68833333333333,88,6,916.13,916.13
17449,High Potential,0.7804752066115701,36,6,349.195,145,5,2095.17,2095.17
12928,High Potential,0.7799217827626919,26,5,412.53999999999996,59,5,2062.7,2062.7
14449,High Potential,0.779840613931523,9,4,221.45000000000002,201,4,885.8000000000001,885.8000000000001
15494,High Potential,0.7794790436835891,12,2,640.2900000000001,120,2,1280.5800000000002,1280.5800000000002
17323,High Potential,0.7794347697756788,6,7,129.50285714285715,125,6,906.52,906.52
13634,High Potential,0.7793388429752066,24,5,309.47200000000004,156,5,1547.3600000000001,1547.3600000000001
15116,High Potential,0.7788223140495868,8,4,338.1875,37,4,1352.75,1352.75
13313,High Potential,0.7787632821723731,13,5,311.064,47,4,1555.3200000000002,1555.3200000000002
15411,High Potential,0.7785788075560802,17,4,337.2325,86,4,1348.93,1348.93
17663,High Potential,0.7782984061393151,16,7,257.55857142857144,63,6,1802.91,1802.91
13118,High Potential,0.777737603305785,10,5,239.56199999999998,68,4,1197.81,1197.81
16841,High Potential,0.7774719598583235,27,6,311.63666666666666,101,5,1869.82,1869.82
16653,High Potential,0.7772579693034238,7,2,606.3299999999999,67,2,1212.6599999999999,1212.6599999999999
13983,High Potential,0.7770070838252656,20,12,216.95250000000001,91,9,2603.4300000000003,2603.4300000000003
14232,High Potential,0.7763429752066114,33,5,409.61400000000003,81,5,2048.07,2048.07
17063,High Potential,0.7762470484061393,12,7,208.7342857142857,66,4,1461.1399999999999,1461.1399999999999
15398,High Potential,0.7760699527744982,7,2,672.765,60,2,1345.53,1345.53
15427,High Potential,0.7759223730814641,24,3,476.84666666666664,233,2,1430.54,1430.54
14507,High Potential,0.7754501180637544,14,6,227.98000000000002,79,5,1367.88,1367.88
14700,High Potential,0.7752582644628099,23,3,731.6999999999999,80,3,2195.1,2195.1
15073,High Potential,0.7751697166469895,0,3,347.80333333333334,31,2,1043.41,1043.41
13297,High Potential,0.7744023022432114,14,3,588.7766666666666,44,2,1766.33,1766.33
14309,High Potential,0.7743949232585595,19,8,245.3325,67,6,1962.66,1962.66
13230,High Potential,0.77418093270366,20,13,181.91692307692307,326,8,2364.92,2364.92
14315,High Potential,0.7738783943329397,35,6,413.5216666666667,64,5,2481.13,2481.13
13719,High Potential,0.773819362455726,6,5,208.336,56,4,1041.68,1041.68
16571,High Potential,0.7735094451003541,17,3,473.8966666666667,73,3,1421.69,1421.69
13882,High Potential,0.7731921487603305,2,4,249.5125,43,2,998.05,998.05
15722,High Potential,0.7726608618654073,26,5,442.242,45,4,2211.21,2211.21
15485,High Potential,0.7724321133412042,21,3,854.8333333333334,59,3,2564.5,2564.5
15134,High Potential,0.7723509445100354,5,8,173.49875,44,7,1387.99,1387.99
15737,High Potential,0.7722919126328217,5,8,148.51500000000001,60,5,1188.1200000000001,1188.1200000000001
15197,High Potential,0.7721443329397875,1,3,359.87000000000006,30,3,1079.6100000000001,1079.6100000000001
16638,High Potential,0.7720853010625738,13,10,168.072,92,7,1680.72,1680.72
14243,High Potential,0.7717606257378986,29,9,275.7055555555555,97,8,2481.35,2481.35
18257,High Potential,0.7716720779220778,30,8,292.20374999999996,97,5,2337.6299999999997,2337.6299999999997
13136,High Potential,0.7716646989374262,47,5,521.5219999999999,94,4,2607.6099999999997,2607.6099999999997
15747,High Potential,0.771642561983471,3,3,315.5466666666666,52,3,946.6399999999999,946.6399999999999
14621,High Potential,0.7711260330578512,21,4,371.375,72,4,1485.5,1485.5
16762,High Potential,0.7709636953955135,10,3,402.4133333333334,51,3,1207.2400000000002,1207.2400000000002
13308,High Potential,0.7709563164108619,13,3,461.83666666666664,49,3,1385.51,1385.51
14898,High Potential,0.7703217237308146,14,6,211.55166666666665,86,6,1269.31,1269.31
